"date","sex","age","ethnicity","population"
"2021-01-01","male","80-84","overall",92
"2021-01-01","male","85+","overall",67.9
"2022-01-01","both","0-4","overall",2374.2
"2022-01-01","both","5-9","overall",2592.8
"2022-01-01","both","10-14","overall",2613
"2022-01-01","both","15-19","overall",2781.9
"2022-01-01","both","20-24","overall",2912.8
"2022-01-01","both","25-29","overall",2835
"2022-01-01","both","30-34","overall",2850.1
"2022-01-01","both","35-39","overall",2777
"2022-01-01","both","40-44","overall",2359.1
"2022-01-01","both","45-49","overall",1893.9
"2022-01-01","both","50-54","overall",1638.3
"2022-01-01","both","55-59","overall",1452
"2022-01-01","both","60-64","overall",1254.3
"2022-01-01","both","65-69","overall",974.5
"2022-01-01","both","70-74","overall",674.5
"2022-01-01","both","75-79","overall",377.1
"2022-01-01","both","80-84","overall",203.1
"2022-01-01","both","85+","overall",134.5
"2022-01-01","female","0-4","overall",1159.3
"2022-01-01","female","5-9","overall",1256.6
"2022-01-01","female","10-14","overall",1258.3
"2022-01-01","female","15-19","overall",1322.3
"2022-01-01","female","20-24","overall",1347.2
"2022-01-01","female","25-29","overall",1281.1
"2022-01-01","female","30-34","overall",1321.3
"2022-01-01","female","35-39","overall",1312.9
"2022-01-01","female","40-44","overall",1102.5
"2022-01-01","female","45-49","overall",922
"2022-01-01","female","50-54","overall",808
"2022-01-01","female","55-59","overall",722.8
"2022-01-01","female","60-64","overall",624.6
"2022-01-01","female","65-69","overall",494.1
"2022-01-01","female","70-74","overall",347
"2022-01-01","female","75-79","overall",200.8
"2022-01-01","female","80-84","overall",110.2
"2022-01-01","female","85+","overall",67.3
"2022-01-01","male","0-4","overall",1214.8
"2022-01-01","male","5-9","overall",1336.3
"2022-01-01","male","10-14","overall",1354.7
"2022-01-01","male","15-19","overall",1459.6
"2022-01-01","male","20-24","overall",1565.6
"2022-01-01","male","25-29","overall",1553.9
"2022-01-01","male","30-34","overall",1528.8
"2022-01-01","male","35-39","overall",1464.2
"2022-01-01","male","40-44","overall",1256.6
"2022-01-01","male","45-49","overall",971.9
"2022-01-01","male","50-54","overall",830.2
"2022-01-01","male","55-59","overall",729.2
"2022-01-01","male","60-64","overall",629.7
"2022-01-01","male","65-69","overall",480.5
"2022-01-01","male","70-74","overall",327.4
"2022-01-01","male","75-79","overall",176.3
"2022-01-01","male","80-84","overall",92.9
"2022-01-01","male","85+","overall",67.2
"2023-01-01","both","0-4","overall",2366.5
"2023-01-01","both","5-9","overall",2584.3
"2023-01-01","both","10-14","overall",2618.4
"2023-01-01","both","15-19","overall",2774.3
"2023-01-01","both","20-24","overall",3041.8
"2023-01-01","both","25-29","overall",2925.2
"2023-01-01","both","30-34","overall",2889.4
"2023-01-01","both","35-39","overall",2844.6
"2023-01-01","both","40-44","overall",2477.8
"2023-01-01","both","45-49","overall",1955.5
"2023-01-01","both","50-54","overall",1675.9
"2023-01-01","both","55-59","overall",1472
"2023-01-01","both","60-64","overall",1290.9
"2023-01-01","both","65-69","overall",1014.8
"2023-01-01","both","70-74","overall",712.8
"2023-01-01","both","75-79","overall",413.1
"2023-01-01","both","80-84","overall",204.9
"2023-01-01","both","85+","overall",139.6
"2023-01-01","female","0-4","overall",1150.8
"2023-01-01","female","5-9","overall",1260.1
"2023-01-01","female","10-14","overall",1258.5
"2023-01-01","female","15-19","overall",1319.9
"2023-01-01","female","20-24","overall",1391
"2023-01-01","female","25-29","overall",1300.9
"2023-01-01","female","30-34","overall",1318.9
"2023-01-01","female","35-39","overall",1339.2
"2023-01-01","female","40-44","overall",1157.1
"2023-01-01","female","45-49","overall",947.5
"2023-01-01","female","50-54","overall",824.4
"2023-01-01","female","55-59","overall",734.9
"2023-01-01","female","60-64","overall",643.1
"2023-01-01","female","65-69","overall",516.4
"2023-01-01","female","70-74","overall",366.6
"2023-01-01","female","75-79","overall",220.7
"2023-01-01","female","80-84","overall",111.4
"2023-01-01","female","85+","overall",68.2
"2023-01-01","male","0-4","overall",1215.7
"2023-01-01","male","5-9","overall",1324.1
"2023-01-01","male","10-14","overall",1359.9
"2023-01-01","male","15-19","overall",1454.4
"2023-01-01","male","20-24","overall",1650.8
"2023-01-01","male","25-29","overall",1624.4
"2023-01-01","male","30-34","overall",1570.5
"2023-01-01","male","35-39","overall",1505.3
"2023-01-01","male","40-44","overall",1320.7
"2023-01-01","male","45-49","overall",1008.1
"2023-01-01","male","50-54","overall",851.5
"2023-01-01","male","55-59","overall",737.1
"2023-01-01","male","60-64","overall",647.9
"2023-01-01","male","65-69","overall",498.4
"2023-01-01","male","70-74","overall",346.2
"2023-01-01","male","75-79","overall",192.4
"2023-01-01","male","80-84","overall",93.6
"2023-01-01","male","85+","overall",71.4
"2024-01-01","both","0-4","overall",2360.2
"2024-01-01","both","5-9","overall",2573.9
"2024-01-01","both","10-14","overall",2620.1
"2024-01-01","both","15-19","overall",2724.9
"2024-01-01","both","20-24","overall",3157.1
"2024-01-01","both","25-29","overall",3036.7
"2024-01-01","both","30-34","overall",2955.9
"2024-01-01","both","35-39","overall",2856.7
"2024-01-01","both","40-44","overall",2608.2
"2024-01-01","both","45-49","overall",2018.9
"2024-01-01","both","50-54","overall",1723.5
"2024-01-01","both","55-59","overall",1473.1
"2024-01-01","both","60-64","overall",1339.6
"2024-01-01","both","65-69","overall",1051.3
"2024-01-01","both","70-74","overall",750.4
"2024-01-01","both","75-79","overall",446.8
"2024-01-01","both","80-84","overall",215.1
"2024-01-01","both","85+","overall",146.7
"2024-01-01","female","0-4","overall",1142.6
"2024-01-01","female","5-9","overall",1258.5
"2024-01-01","female","10-14","overall",1260.9
"2024-01-01","female","15-19","overall",1296.9
"2024-01-01","female","20-24","overall",1429.2
"2024-01-01","female","25-29","overall",1332.4
"2024-01-01","female","30-34","overall",1330
"2024-01-01","female","35-39","overall",1335.2
"2024-01-01","female","40-44","overall",1223.5
"2024-01-01","female","45-49","overall",967.6
"2024-01-01","female","50-54","overall",845.9
"2024-01-01","female","55-59","overall",737.3
"2024-01-01","female","60-64","overall",667.3
"2024-01-01","female","65-69","overall",536.2
"2024-01-01","female","70-74","overall",386.3
"2024-01-01","female","75-79","overall",238.8
"2024-01-01","female","80-84","overall",117.1
"2024-01-01","female","85+","overall",70.4
"2024-01-01","male","0-4","overall",1217.7
"2024-01-01","male","5-9","overall",1315.4
"2024-01-01","male","10-14","overall",1359.2
"2024-01-01","male","15-19","overall",1428
"2024-01-01","male","20-24","overall",1727.9
"2024-01-01","male","25-29","overall",1704.3
"2024-01-01","male","30-34","overall",1625.9
"2024-01-01","male","35-39","overall",1521.4
"2024-01-01","male","40-44","overall",1384.7
"2024-01-01","male","45-49","overall",1051.3
"2024-01-01","male","50-54","overall",877.6
"2024-01-01","male","55-59","overall",735.7
"2024-01-01","male","60-64","overall",672.2
"2024-01-01","male","65-69","overall",515.1
"2024-01-01","male","70-74","overall",364.1
"2024-01-01","male","75-79","overall",207.9
"2024-01-01","male","80-84","overall",98.1
"2024-01-01","male","85+","overall",76.2
