"date","sex","age","ethnicity","population"
"1984-01-01","both","75-79","overall",97.7
"1984-01-01","both","80+","overall",86.2
"1984-01-01","female","0-4","overall",1068.9
"1984-01-01","female","5-9","overall",950.5
"1984-01-01","female","10-14","overall",878.3
"1984-01-01","female","15-19","overall",832.1
"1984-01-01","female","20-24","overall",781.2
"1984-01-01","female","25-29","overall",666.8
"1984-01-01","female","30-34","overall",540.9
"1984-01-01","female","35-39","overall",421.1
"1984-01-01","female","40-44","overall",337.1
"1984-01-01","female","45-49","overall",287.6
"1984-01-01","female","50-54","overall",240.3
"1984-01-01","female","55-59","overall",194.1
"1984-01-01","female","60-64","overall",151.9
"1984-01-01","female","65-69","overall",112.6
"1984-01-01","female","70-74","overall",79.1
"1984-01-01","female","75-79","overall",50.4
"1984-01-01","female","80+","overall",47.4
"1984-01-01","male","0-4","overall",1134
"1984-01-01","male","5-9","overall",991.8
"1984-01-01","male","10-14","overall",910.4
"1984-01-01","male","15-19","overall",854.9
"1984-01-01","male","20-24","overall",777.2
"1984-01-01","male","25-29","overall",655.5
"1984-01-01","male","30-34","overall",545.8
"1984-01-01","male","35-39","overall",440.9
"1984-01-01","male","40-44","overall",357.6
"1984-01-01","male","45-49","overall",297.9
"1984-01-01","male","50-54","overall",239.7
"1984-01-01","male","55-59","overall",189
"1984-01-01","male","60-64","overall",145.5
"1984-01-01","male","65-69","overall",108.3
"1984-01-01","male","70-74","overall",75.5
"1984-01-01","male","75-79","overall",47.3
"1984-01-01","male","80+","overall",38.8
"1985-01-01","both","0-4","overall",2279.1
"1985-01-01","both","5-9","overall",1975.6
"1985-01-01","both","10-14","overall",1826.5
"1985-01-01","both","15-19","overall",1696.1
"1985-01-01","both","20-24","overall",1590.4
"1985-01-01","both","25-29","overall",1378.1
"1985-01-01","both","30-34","overall",1140
"1985-01-01","both","35-39","overall",907.9
"1985-01-01","both","40-44","overall",714.2
"1985-01-01","both","45-49","overall",604.5
"1985-01-01","both","50-54","overall",496.2
"1985-01-01","both","55-59","overall",395
"1985-01-01","both","60-64","overall",305
"1985-01-01","both","65-69","overall",228.9
"1985-01-01","both","70-74","overall",155.2
"1985-01-01","both","75-79","overall",100
"1985-01-01","both","80+","overall",90
"1985-01-01","female","0-4","overall",1106.8
"1985-01-01","female","5-9","overall",965
"1985-01-01","female","10-14","overall",897.6
"1985-01-01","female","15-19","overall",836.6
"1985-01-01","female","20-24","overall",793.7
"1985-01-01","female","25-29","overall",693.1
"1985-01-01","female","30-34","overall",567.5
"1985-01-01","female","35-39","overall",444.2
"1985-01-01","female","40-44","overall",346.2
"1985-01-01","female","45-49","overall",295.9
"1985-01-01","female","50-54","overall",247.6
"1985-01-01","female","55-59","overall",200.2
"1985-01-01","female","60-64","overall",156.1
"1985-01-01","female","65-69","overall",117.6
"1985-01-01","female","70-74","overall",79.5
"1985-01-01","female","75-79","overall",52.3
"1985-01-01","female","80+","overall",49.7
"1985-01-01","male","0-4","overall",1172.4
"1985-01-01","male","5-9","overall",1010.6
"1985-01-01","male","10-14","overall",928.9
"1985-01-01","male","15-19","overall",859.5
"1985-01-01","male","20-24","overall",796.6
"1985-01-01","male","25-29","overall",685
"1985-01-01","male","30-34","overall",572.5
"1985-01-01","male","35-39","overall",463.7
"1985-01-01","male","40-44","overall",367.9
"1985-01-01","male","45-49","overall",308.5
"1985-01-01","male","50-54","overall",248.6
"1985-01-01","male","55-59","overall",194.9
"1985-01-01","male","60-64","overall",148.9
"1985-01-01","male","65-69","overall",111.3
"1985-01-01","male","70-74","overall",75.8
"1985-01-01","male","75-79","overall",47.7
"1985-01-01","male","80+","overall",40.3
"1986-01-01","both","0-4","overall",2351.7
"1986-01-01","both","5-9","overall",2027.6
"1986-01-01","both","10-14","overall",1844.2
"1986-01-01","both","15-19","overall",1710.3
"1986-01-01","both","20-24","overall",1621.4
"1986-01-01","both","25-29","overall",1430
"1986-01-01","both","30-34","overall",1196.6
"1986-01-01","both","35-39","overall",954.3
"1986-01-01","both","40-44","overall",742.1
"1986-01-01","both","45-49","overall",624.7
"1986-01-01","both","50-54","overall",513.7
"1986-01-01","both","55-59","overall",408.1
"1986-01-01","both","60-64","overall",313.5
"1986-01-01","both","65-69","overall",233.9
"1986-01-01","both","70-74","overall",158.8
"1986-01-01","both","75-79","overall",103.4
"1986-01-01","both","80+","overall",95.2
"1986-01-01","female","0-4","overall",1142.8
"1986-01-01","female","5-9","overall",989.3
"1986-01-01","female","10-14","overall",906.9
"1986-01-01","female","15-19","overall",843.9
"1986-01-01","female","20-24","overall",805.6
"1986-01-01","female","25-29","overall",717
"1986-01-01","female","30-34","overall",595.5
"1986-01-01","female","35-39","overall",467.7
"1986-01-01","female","40-44","overall",359.3
"1986-01-01","female","45-49","overall",304.9
"1986-01-01","female","50-54","overall",255.5
"1986-01-01","female","55-59","overall",206.7
"1986-01-01","female","60-64","overall",160.7
"1986-01-01","female","65-69","overall",120.9
"1986-01-01","female","70-74","overall",81.2
"1986-01-01","female","75-79","overall",54.6
"1986-01-01","female","80+","overall",52.8
"1986-01-01","male","0-4","overall",1208.9
"1986-01-01","male","5-9","overall",1038.3
"1986-01-01","male","10-14","overall",937.3
"1986-01-01","male","15-19","overall",866.4
"1986-01-01","male","20-24","overall",815.8
"1986-01-01","male","25-29","overall",713
"1986-01-01","male","30-34","overall",601.1
"1986-01-01","male","35-39","overall",486.6
"1986-01-01","male","40-44","overall",382.7
"1986-01-01","male","45-49","overall",319.8
"1986-01-01","male","50-54","overall",258.2
"1986-01-01","male","55-59","overall",201.4
"1986-01-01","male","60-64","overall",152.8
"1986-01-01","male","65-69","overall",113
"1986-01-01","male","70-74","overall",77.6
"1986-01-01","male","75-79","overall",48.8
"1986-01-01","male","80+","overall",42.4
"1987-01-01","both","0-4","overall",2403.4
"1987-01-01","both","5-9","overall",2083.5
"1987-01-01","both","10-14","overall",1883
"1987-01-01","both","15-19","overall",1727
"1987-01-01","both","20-24","overall",1642.8
"1987-01-01","both","25-29","overall",1479.3
"1987-01-01","both","30-34","overall",1248
"1987-01-01","both","35-39","overall",1003
"1987-01-01","both","40-44","overall",775.1
"1987-01-01","both","45-49","overall",641.8
"1987-01-01","both","50-54","overall",532.7
"1987-01-01","both","55-59","overall",422
"1987-01-01","both","60-64","overall",323.1
"1987-01-01","both","65-69","overall",239.6
"1987-01-01","both","70-74","overall",165.6
"1987-01-01","both","75-79","overall",103.4
"1987-01-01","both","80+","overall",100.3
"1987-01-01","female","0-4","overall",1167.9
"1987-01-01","female","5-9","overall",1014.5
"1987-01-01","female","10-14","overall",925.9
"1987-01-01","female","15-19","overall",853.1
"1987-01-01","female","20-24","overall",814.2
"1987-01-01","female","25-29","overall",739.5
"1987-01-01","female","30-34","overall",620.3
"1987-01-01","female","35-39","overall",492.1
"1987-01-01","female","40-44","overall",375.3
"1987-01-01","female","45-49","overall",312.4
"1987-01-01","female","50-54","overall",264.1
"1987-01-01","female","55-59","overall",213.5
"1987-01-01","female","60-64","overall",165.6
"1987-01-01","female","65-69","overall",124.4
"1987-01-01","female","70-74","overall",85.2
"1987-01-01","female","75-79","overall",54.8
"1987-01-01","female","80+","overall",56
"1987-01-01","male","0-4","overall",1235.5
"1987-01-01","male","5-9","overall",1069
"1987-01-01","male","10-14","overall",957.1
"1987-01-01","male","15-19","overall",874
"1987-01-01","male","20-24","overall",828.6
"1987-01-01","male","25-29","overall",739.7
"1987-01-01","male","30-34","overall",627.7
"1987-01-01","male","35-39","overall",510.9
"1987-01-01","male","40-44","overall",399.8
"1987-01-01","male","45-49","overall",329.4
"1987-01-01","male","50-54","overall",268.5
"1987-01-01","male","55-59","overall",208.4
"1987-01-01","male","60-64","overall",157.5
"1987-01-01","male","65-69","overall",115.3
"1987-01-01","male","70-74","overall",80.4
"1987-01-01","male","75-79","overall",48.6
"1987-01-01","male","80+","overall",44.3
"1988-01-01","both","0-4","overall",2451.5
"1988-01-01","both","5-9","overall",2154.1
"1988-01-01","both","10-14","overall",1906.4
"1988-01-01","both","15-19","overall",1738.3
"1988-01-01","both","20-24","overall",1663.5
"1988-01-01","both","25-29","overall",1530.9
"1988-01-01","both","30-34","overall",1296.3
"1988-01-01","both","35-39","overall",1056.6
"1988-01-01","both","40-44","overall",810.4
"1988-01-01","both","45-49","overall",662.4
"1988-01-01","both","50-54","overall",552.2
"1988-01-01","both","55-59","overall",436.9
"1988-01-01","both","60-64","overall",333.2
"1988-01-01","both","65-69","overall",245.3
"1988-01-01","both","70-74","overall",167.9
"1988-01-01","both","75-79","overall",108.5
"1988-01-01","both","80+","overall",104.6
"1988-01-01","female","0-4","overall",1191
"1988-01-01","female","5-9","overall",1047.7
"1988-01-01","female","10-14","overall",937.2
"1988-01-01","female","15-19","overall",858.3
"1988-01-01","female","20-24","overall",824.7
"1988-01-01","female","25-29","overall",762.5
"1988-01-01","female","30-34","overall",643.3
"1988-01-01","female","35-39","overall",518.8
"1988-01-01","female","40-44","overall",392.6
"1988-01-01","female","45-49","overall",321.7
"1988-01-01","female","50-54","overall",273
"1988-01-01","female","55-59","overall",220.6
"1988-01-01","female","60-64","overall",170.7
"1988-01-01","female","65-69","overall",127.7
"1988-01-01","female","70-74","overall",86.9
"1988-01-01","female","75-79","overall",57.6
"1988-01-01","female","80+","overall",58.8
"1988-01-01","male","0-4","overall",1260.5
"1988-01-01","male","5-9","overall",1106.4
"1988-01-01","male","10-14","overall",969.3
"1988-01-01","male","15-19","overall",880
"1988-01-01","male","20-24","overall",838.8
"1988-01-01","male","25-29","overall",768.4
"1988-01-01","male","30-34","overall",653
"1988-01-01","male","35-39","overall",537.8
"1988-01-01","male","40-44","overall",417.8
"1988-01-01","male","45-49","overall",340.7
"1988-01-01","male","50-54","overall",279.3
"1988-01-01","male","55-59","overall",216.3
"1988-01-01","male","60-64","overall",162.4
"1988-01-01","male","65-69","overall",117.6
"1988-01-01","male","70-74","overall",81
"1988-01-01","male","75-79","overall",50.9
"1988-01-01","male","80+","overall",45.8
"1989-01-01","both","0-4","overall",2493.2
"1989-01-01","both","5-9","overall",2212.1
"1989-01-01","both","10-14","overall",1944.8
"1989-01-01","both","15-19","overall",1770.4
"1989-01-01","both","20-24","overall",1664.8
"1989-01-01","both","25-29","overall",1573.5
"1989-01-01","both","30-34","overall",1348.2
"1989-01-01","both","35-39","overall",1104.7
"1989-01-01","both","40-44","overall",860.4
"1989-01-01","both","45-49","overall",679.9
"1989-01-01","both","50-54","overall",570.4
"1989-01-01","both","55-59","overall",452.7
"1989-01-01","both","60-64","overall",344.5
"1989-01-01","both","65-69","overall",251.6
"1989-01-01","both","70-74","overall",171.6
"1989-01-01","both","75-79","overall",111.3
"1989-01-01","both","80+","overall",108.1
"1989-01-01","female","0-4","overall",1211.6
"1989-01-01","female","5-9","overall",1074.2
"1989-01-01","female","10-14","overall",954.8
"1989-01-01","female","15-19","overall",873.9
"1989-01-01","female","20-24","overall",826.5
"1989-01-01","female","25-29","overall",781.6
"1989-01-01","female","30-34","overall",667.7
"1989-01-01","female","35-39","overall",542.4
"1989-01-01","female","40-44","overall",417
"1989-01-01","female","45-49","overall",329.5
"1989-01-01","female","50-54","overall",281
"1989-01-01","female","55-59","overall",227.9
"1989-01-01","female","60-64","overall",176.5
"1989-01-01","female","65-69","overall",131.1
"1989-01-01","female","70-74","overall",89.8
"1989-01-01","female","75-79","overall",58.7
"1989-01-01","female","80+","overall",61.3
"1989-01-01","male","0-4","overall",1281.5
"1989-01-01","male","5-9","overall",1137.9
"1989-01-01","male","10-14","overall",990
"1989-01-01","male","15-19","overall",896.5
"1989-01-01","male","20-24","overall",838.3
"1989-01-01","male","25-29","overall",791.9
"1989-01-01","male","30-34","overall",680.5
"1989-01-01","male","35-39","overall",562.3
"1989-01-01","male","40-44","overall",443.4
"1989-01-01","male","45-49","overall",350.4
"1989-01-01","male","50-54","overall",289.4
"1989-01-01","male","55-59","overall",224.8
"1989-01-01","male","60-64","overall",167.9
"1989-01-01","male","65-69","overall",120.4
"1989-01-01","male","70-74","overall",81.8
"1989-01-01","male","75-79","overall",52.6
"1989-01-01","male","80+","overall",46.8
"1990-01-01","both","0-4","overall",2499.7
"1990-01-01","both","5-9","overall",2292.9
"1990-01-01","both","10-14","overall",1982.3
"1990-01-01","both","15-19","overall",1808.4
"1990-01-01","both","20-24","overall",1671.3
"1990-01-01","both","25-29","overall",1603.8
"1990-01-01","both","30-34","overall",1401.1
"1990-01-01","both","35-39","overall",1160.8
"1990-01-01","both","40-44","overall",912.4
"1990-01-01","both","45-49","overall",695
"1990-01-01","both","50-54","overall",589.8
"1990-01-01","both","55-59","overall",469.4
"1990-01-01","both","60-64","overall",357.1
"1990-01-01","both","65-69","overall",258.5
"1990-01-01","both","70-74","overall",181.1
"1990-01-01","both","75-79","overall",107
"1990-01-01","both","80+","overall",111.9
"1990-01-01","female","0-4","overall",1213
"1990-01-01","female","5-9","overall",1114.7
"1990-01-01","female","10-14","overall",971
"1990-01-01","female","15-19","overall",893.9
"1990-01-01","female","20-24","overall",830.2
"1990-01-01","female","25-29","overall",795.5
"1990-01-01","female","30-34","overall",692.2
"1990-01-01","female","35-39","overall",569.6
"1990-01-01","female","40-44","overall",442.3
"1990-01-01","female","45-49","overall",336.1
"1990-01-01","female","50-54","overall",289.7
"1990-01-01","female","55-59","overall",235.5
"1990-01-01","female","60-64","overall",182.9
"1990-01-01","female","65-69","overall",134.9
"1990-01-01","female","70-74","overall",95.7
"1990-01-01","female","75-79","overall",56.1
"1990-01-01","female","80+","overall",63.9
"1990-01-01","male","0-4","overall",1286.7
"1990-01-01","male","5-9","overall",1178.2
"1990-01-01","male","10-14","overall",1011.4
"1990-01-01","male","15-19","overall",914.5
"1990-01-01","male","20-24","overall",841.2
"1990-01-01","male","25-29","overall",808.3
"1990-01-01","male","30-34","overall",708.9
"1990-01-01","male","35-39","overall",591.2
"1990-01-01","male","40-44","overall",470.1
"1990-01-01","male","45-49","overall",358.9
"1990-01-01","male","50-54","overall",300
"1990-01-01","male","55-59","overall",233.8
"1990-01-01","male","60-64","overall",174.2
"1990-01-01","male","65-69","overall",123.6
"1990-01-01","male","70-74","overall",85.4
"1990-01-01","male","75-79","overall",50.9
"1990-01-01","male","80+","overall",48
"1991-01-01","both","0-4","overall",2504.1
"1991-01-01","both","5-9","overall",2363.5
"1991-01-01","both","10-14","overall",2032.3
"1991-01-01","both","15-19","overall",1833.4
"1991-01-01","both","20-24","overall",1683.6
"1991-01-01","both","25-29","overall",1622.8
"1991-01-01","both","30-34","overall",1457
"1991-01-01","both","35-39","overall",1215.1
"1991-01-01","both","40-44","overall",965.6
"1991-01-01","both","45-49","overall",725.2
"1991-01-01","both","50-54","overall",610.8
"1991-01-01","both","55-59","overall",487
"1991-01-01","both","60-64","overall",370.9
"1991-01-01","both","65-69","overall",266.2
"1991-01-01","both","70-74","overall",183.5
"1991-01-01","both","75-79","overall",107.9
"1991-01-01","both","80-84","overall",72.7
"1991-01-01","both","85+","overall",45.6
"1991-01-01","female","0-4","overall",1213.7
"1991-01-01","female","5-9","overall",1149.8
"1991-01-01","female","10-14","overall",993.6
"1991-01-01","female","15-19","overall",906.4
"1991-01-01","female","20-24","overall",836.7
"1991-01-01","female","25-29","overall",805
"1991-01-01","female","30-34","overall",718.1
"1991-01-01","female","35-39","overall",595.2
"1991-01-01","female","40-44","overall",468.9
"1991-01-01","female","45-49","overall",349.9
"1991-01-01","female","50-54","overall",299.2
"1991-01-01","female","55-59","overall",243.7
"1991-01-01","female","60-64","overall",189.8
"1991-01-01","female","65-69","overall",138.9
"1991-01-01","female","70-74","overall",97.6
"1991-01-01","female","75-79","overall",56.2
"1991-01-01","female","80-84","overall",41.2
"1991-01-01","female","85+","overall",26.9
"1991-01-01","male","0-4","overall",1290.4
"1991-01-01","male","5-9","overall",1213.7
"1991-01-01","male","10-14","overall",1038.7
"1991-01-01","male","15-19","overall",927
"1991-01-01","male","20-24","overall",846.9
"1991-01-01","male","25-29","overall",817.8
"1991-01-01","male","30-34","overall",738.9
"1991-01-01","male","35-39","overall",619.9
"1991-01-01","male","40-44","overall",496.7
"1991-01-01","male","45-49","overall",375.3
"1991-01-01","male","50-54","overall",311.6
"1991-01-01","male","55-59","overall",243.3
"1991-01-01","male","60-64","overall",181.1
"1991-01-01","male","65-69","overall",127.3
"1991-01-01","male","70-74","overall",85.9
"1991-01-01","male","75-79","overall",51.7
"1991-01-01","male","80-84","overall",31.5
"1991-01-01","male","85+","overall",18.7
"1992-01-01","both","0-4","overall",2523.6
"1992-01-01","both","5-9","overall",2412.2
"1992-01-01","both","10-14","overall",2102.8
"1992-01-01","both","15-19","overall",1887.6
"1992-01-01","both","20-24","overall",1718.8
"1992-01-01","both","25-29","overall",1647.7
"1992-01-01","both","30-34","overall",1503.5
"1992-01-01","both","35-39","overall",1272.5
"1992-01-01","both","40-44","overall",1013.7
"1992-01-01","both","45-49","overall",762.6
"1992-01-01","both","50-54","overall",624.5
"1992-01-01","both","55-59","overall",505.7
"1992-01-01","both","60-64","overall",385.5
"1992-01-01","both","65-69","overall",275.7
"1992-01-01","both","70-74","overall",191
"1992-01-01","both","75-79","overall",121.3
"1992-01-01","both","80-84","overall",72.2
"1992-01-01","both","85+","overall",46.5
"1992-01-01","female","0-4","overall",1223.2
"1992-01-01","female","5-9","overall",1174.5
"1992-01-01","female","10-14","overall",1026.1
"1992-01-01","female","15-19","overall",932.2
"1992-01-01","female","20-24","overall",854.3
"1992-01-01","female","25-29","overall",816.3
"1992-01-01","female","30-34","overall",741.2
"1992-01-01","female","35-39","overall",622.1
"1992-01-01","female","40-44","overall",491.6
"1992-01-01","female","45-49","overall",367.2
"1992-01-01","female","50-54","overall",304.5
"1992-01-01","female","55-59","overall",252.4
"1992-01-01","female","60-64","overall",196.8
"1992-01-01","female","65-69","overall",143.9
"1992-01-01","female","70-74","overall",101.9
"1992-01-01","female","75-79","overall",65.3
"1992-01-01","female","80-84","overall",40.2
"1992-01-01","female","85+","overall",26.9
"1992-01-01","male","0-4","overall",1300.5
"1992-01-01","male","5-9","overall",1237.7
"1992-01-01","male","10-14","overall",1076.8
"1992-01-01","male","15-19","overall",955.4
"1992-01-01","male","20-24","overall",864.5
"1992-01-01","male","25-29","overall",831.4
"1992-01-01","male","30-34","overall",762.3
"1992-01-01","male","35-39","overall",650.4
"1992-01-01","male","40-44","overall",522.1
"1992-01-01","male","45-49","overall",395.4
"1992-01-01","male","50-54","overall",320
"1992-01-01","male","55-59","overall",253.3
"1992-01-01","male","60-64","overall",188.7
"1992-01-01","male","65-69","overall",131.8
"1992-01-01","male","70-74","overall",89.1
"1992-01-01","male","75-79","overall",56
"1992-01-01","male","80-84","overall",32
"1992-01-01","male","85+","overall",19.6
"1993-01-01","both","0-4","overall",2555.1
"1993-01-01","both","5-9","overall",2458.5
"1993-01-01","both","10-14","overall",2178.4
"1993-01-01","both","15-19","overall",1927.4
"1993-01-01","both","20-24","overall",1756.7
"1993-01-01","both","25-29","overall",1680.3
"1993-01-01","both","30-34","overall",1554.1
"1993-01-01","both","35-39","overall",1322.7
"1993-01-01","both","40-44","overall",1071
"1993-01-01","both","45-49","overall",799.3
"1993-01-01","both","50-54","overall",643.3
"1993-01-01","both","55-59","overall",525.4
"1993-01-01","both","60-64","overall",400.4
"1993-01-01","both","65-69","overall",287.3
"1993-01-01","both","70-74","overall",194.7
"1993-01-01","both","75-79","overall",124.1
"1993-01-01","both","80-84","overall",72.4
"1993-01-01","both","85+","overall",50.4
"1993-01-01","female","0-4","overall",1237.5
"1993-01-01","female","5-9","overall",1197.9
"1993-01-01","female","10-14","overall",1063
"1993-01-01","female","15-19","overall",950.7
"1993-01-01","female","20-24","overall",871.4
"1993-01-01","female","25-29","overall",832.9
"1993-01-01","female","30-34","overall",765.6
"1993-01-01","female","35-39","overall",646.7
"1993-01-01","female","40-44","overall",519.6
"1993-01-01","female","45-49","overall",384.3
"1993-01-01","female","50-54","overall",312.3
"1993-01-01","female","55-59","overall",261.8
"1993-01-01","female","60-64","overall",204.2
"1993-01-01","female","65-69","overall",149.5
"1993-01-01","female","70-74","overall",103.8
"1993-01-01","female","75-79","overall",67.5
"1993-01-01","female","80-84","overall",40
"1993-01-01","female","85+","overall",29.4
"1993-01-01","male","0-4","overall",1317.6
"1993-01-01","male","5-9","overall",1260.6
"1993-01-01","male","10-14","overall",1115.3
"1993-01-01","male","15-19","overall",976.7
"1993-01-01","male","20-24","overall",885.3
"1993-01-01","male","25-29","overall",847.4
"1993-01-01","male","30-34","overall",788.5
"1993-01-01","male","35-39","overall",676
"1993-01-01","male","40-44","overall",551.4
"1993-01-01","male","45-49","overall",415
"1993-01-01","male","50-54","overall",331
"1993-01-01","male","55-59","overall",263.6
"1993-01-01","male","60-64","overall",196.2
"1993-01-01","male","65-69","overall",137.8
"1993-01-01","male","70-74","overall",90.9
"1993-01-01","male","75-79","overall",56.6
"1993-01-01","male","80-84","overall",32.4
"1993-01-01","male","85+","overall",21
"1994-01-01","both","0-4","overall",2592.4
"1994-01-01","both","5-9","overall",2495.5
"1994-01-01","both","10-14","overall",2241.3
"1994-01-01","both","15-19","overall",1979.2
"1994-01-01","both","20-24","overall",1806.8
"1994-01-01","both","25-29","overall",1706.4
"1994-01-01","both","30-34","overall",1595.5
"1994-01-01","both","35-39","overall",1376.6
"1994-01-01","both","40-44","overall",1125
"1994-01-01","both","45-49","overall",850
"1994-01-01","both","50-54","overall",660.6
"1994-01-01","both","55-59","overall",543.4
"1994-01-01","both","60-64","overall",414.9
"1994-01-01","both","65-69","overall",301
"1994-01-01","both","70-74","overall",198.5
"1994-01-01","both","75-79","overall",129.7
"1994-01-01","both","80-84","overall",71.9
"1994-01-01","both","85+","overall",52.9
"1994-01-01","female","0-4","overall",1254.8
"1994-01-01","female","5-9","overall",1216.8
"1994-01-01","female","10-14","overall",1093.8
"1994-01-01","female","15-19","overall",974.7
"1994-01-01","female","20-24","overall",895.1
"1994-01-01","female","25-29","overall",845.8
"1994-01-01","female","30-34","overall",785.9
"1994-01-01","female","35-39","overall",673.2
"1994-01-01","female","40-44","overall",545.8
"1994-01-01","female","45-49","overall",408.4
"1994-01-01","female","50-54","overall",319.2
"1994-01-01","female","55-59","overall",270.2
"1994-01-01","female","60-64","overall",211.3
"1994-01-01","female","65-69","overall",156.2
"1994-01-01","female","70-74","overall",105.7
"1994-01-01","female","75-79","overall",71.1
"1994-01-01","female","80-84","overall",39.8
"1994-01-01","female","85+","overall",31
"1994-01-01","male","0-4","overall",1337.6
"1994-01-01","male","5-9","overall",1278.7
"1994-01-01","male","10-14","overall",1147.5
"1994-01-01","male","15-19","overall",1004.5
"1994-01-01","male","20-24","overall",911.7
"1994-01-01","male","25-29","overall",860.6
"1994-01-01","male","30-34","overall",809.6
"1994-01-01","male","35-39","overall",703.4
"1994-01-01","male","40-44","overall",579.2
"1994-01-01","male","45-49","overall",441.6
"1994-01-01","male","50-54","overall",341.4
"1994-01-01","male","55-59","overall",273.2
"1994-01-01","male","60-64","overall",203.6
"1994-01-01","male","65-69","overall",144.8
"1994-01-01","male","70-74","overall",92.8
"1994-01-01","male","75-79","overall",58.6
"1994-01-01","male","80-84","overall",32.1
"1994-01-01","male","85+","overall",21.9
"1995-01-01","both","0-4","overall",2629.2
"1995-01-01","both","5-9","overall",2510.4
"1995-01-01","both","10-14","overall",2313.7
"1995-01-01","both","15-19","overall",2031
"1995-01-01","both","20-24","overall",1854.6
"1995-01-01","both","25-29","overall",1741.5
"1995-01-01","both","30-34","overall",1633.8
"1995-01-01","both","35-39","overall",1428.5
"1995-01-01","both","40-44","overall",1185.9
"1995-01-01","both","45-49","overall",900.8
"1995-01-01","both","50-54","overall",679.9
"1995-01-01","both","55-59","overall",561.8
"1995-01-01","both","60-64","overall",430.3
"1995-01-01","both","65-69","overall",315.6
"1995-01-01","both","70-74","overall",203.7
"1995-01-01","both","75-79","overall",134.8
"1995-01-01","both","80-84","overall",72
"1995-01-01","both","85+","overall",54.5
"1995-01-01","female","0-4","overall",1272
"1995-01-01","female","5-9","overall",1223
"1995-01-01","female","10-14","overall",1131.3
"1995-01-01","female","15-19","overall",999.1
"1995-01-01","female","20-24","overall",918.9
"1995-01-01","female","25-29","overall",862.3
"1995-01-01","female","30-34","overall",804.8
"1995-01-01","female","35-39","overall",698.5
"1995-01-01","female","40-44","overall",575.6
"1995-01-01","female","45-49","overall",432.8
"1995-01-01","female","50-54","overall",327.1
"1995-01-01","female","55-59","overall",278.4
"1995-01-01","female","60-64","overall",219
"1995-01-01","female","65-69","overall",163.4
"1995-01-01","female","70-74","overall",108.1
"1995-01-01","female","75-79","overall",74.3
"1995-01-01","female","80-84","overall",39.9
"1995-01-01","female","85+","overall",32
"1995-01-01","male","0-4","overall",1357.3
"1995-01-01","male","5-9","overall",1287.4
"1995-01-01","male","10-14","overall",1182.4
"1995-01-01","male","15-19","overall",1031.9
"1995-01-01","male","20-24","overall",935.7
"1995-01-01","male","25-29","overall",879.2
"1995-01-01","male","30-34","overall",829
"1995-01-01","male","35-39","overall",730
"1995-01-01","male","40-44","overall",610.3
"1995-01-01","male","45-49","overall",468
"1995-01-01","male","50-54","overall",352.8
"1995-01-01","male","55-59","overall",283.4
"1995-01-01","male","60-64","overall",211.3
"1995-01-01","male","65-69","overall",152.2
"1995-01-01","male","70-74","overall",95.6
"1995-01-01","male","75-79","overall",60.5
"1995-01-01","male","80-84","overall",32.1
"1995-01-01","male","85+","overall",22.5
"1996-01-01","both","0-4","overall",2664.2
"1996-01-01","both","5-9","overall",2529.4
"1996-01-01","both","10-14","overall",2372.5
"1996-01-01","both","15-19","overall",2089.9
"1996-01-01","both","20-24","overall",1894
"1996-01-01","both","25-29","overall",1779.9
"1996-01-01","both","30-34","overall",1669.6
"1996-01-01","both","35-39","overall",1481.6
"1996-01-01","both","40-44","overall",1244.3
"1996-01-01","both","45-49","overall",953.9
"1996-01-01","both","50-54","overall",711.3
"1996-01-01","both","55-59","overall",579.8
"1996-01-01","both","60-64","overall",446.4
"1996-01-01","both","65-69","overall",329.6
"1996-01-01","both","70-74","overall",210.5
"1996-01-01","both","75-79","overall",136.8
"1996-01-01","both","80-84","overall",73.7
"1996-01-01","both","85+","overall",55.5
"1996-01-01","female","0-4","overall",1287.9
"1996-01-01","female","5-9","overall",1231.2
"1996-01-01","female","10-14","overall",1161.3
"1996-01-01","female","15-19","overall",1027.8
"1996-01-01","female","20-24","overall",938
"1996-01-01","female","25-29","overall",880.8
"1996-01-01","female","30-34","overall",822.6
"1996-01-01","female","35-39","overall",724.6
"1996-01-01","female","40-44","overall",604
"1996-01-01","female","45-49","overall",458.8
"1996-01-01","female","50-54","overall",340.9
"1996-01-01","female","55-59","overall",286.2
"1996-01-01","female","60-64","overall",227
"1996-01-01","female","65-69","overall",170.6
"1996-01-01","female","70-74","overall",111.4
"1996-01-01","female","75-79","overall",75.5
"1996-01-01","female","80-84","overall",41.1
"1996-01-01","female","85+","overall",32.7
"1996-01-01","male","0-4","overall",1376.3
"1996-01-01","male","5-9","overall",1298.2
"1996-01-01","male","10-14","overall",1211.2
"1996-01-01","male","15-19","overall",1062.1
"1996-01-01","male","20-24","overall",956
"1996-01-01","male","25-29","overall",899.1
"1996-01-01","male","30-34","overall",847
"1996-01-01","male","35-39","overall",757
"1996-01-01","male","40-44","overall",640.3
"1996-01-01","male","45-49","overall",495.1
"1996-01-01","male","50-54","overall",370.4
"1996-01-01","male","55-59","overall",293.6
"1996-01-01","male","60-64","overall",219.4
"1996-01-01","male","65-69","overall",159
"1996-01-01","male","70-74","overall",99.1
"1996-01-01","male","75-79","overall",61.3
"1996-01-01","male","80-84","overall",32.6
"1996-01-01","male","85+","overall",22.8
